review_id,score,comment,reviewer_id,reviewee_id,l_id,create_at,is_deleted
3726,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8214,1597,8463,2025-12-07 05:56,False
3727,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3473,2131,7791,2025-12-07 05:59,False
3728,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6357,7280,7730,2025-12-07 06:00,False
3729,5,物主回覆很快，取還都很順利，物品也完全符合需求。,2926,4135,13552,2025-12-07 06:00,False
3730,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8656,2941,12088,2025-12-07 06:00,False
3731,3,物主回覆很快，取還都很順利，物品也完全符合需求。,6493,6531,1658,2025-12-07 06:01,False
3732,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,7525,7644,4086,2025-12-07 06:01,False
3733,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,5170,3304,8199,2025-12-07 06:02,False
3734,5,物主回覆很快，取還都很順利，物品也完全符合需求。,6240,8117,4813,2025-12-07 06:03,False
3735,5,物主回覆很快，取還都很順利，物品也完全符合需求。,8686,7207,6222,2025-12-07 06:04,False
3736,5,物主回覆很快，取還都很順利，物品也完全符合需求。,6803,9027,2139,2025-12-07 06:07,False
3737,2,物主回覆很快，取還都很順利，物品也完全符合需求。,3619,6181,1107,2025-12-07 06:08,False
3738,5,物主回覆很快，取還都很順利，物品也完全符合需求。,1046,352,10261,2025-12-07 06:09,False
3739,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,7061,4765,3714,2025-12-07 06:10,False
3740,4,物品狀況很好，使用起來很方便，謝謝出借！,6086,8751,4606,2025-12-07 06:14,False
3741,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6602,9437,4967,2025-12-07 06:14,False
3742,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,256,2236,9149,2025-12-07 06:15,False
3743,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9681,7072,8383,2025-12-07 06:16,False
3744,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,7404,8810,11951,2025-12-07 06:17,False
3745,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8976,5818,9837,2025-12-07 06:17,False
3746,5,物品狀況很好，使用起來很方便，謝謝出借！,8710,3798,11247,2025-12-07 06:17,False
3747,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1370,5766,10919,2025-12-07 06:19,False
3748,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,4327,7588,11892,2025-12-07 06:20,False
3749,4,物品狀況很好，使用起來很方便，謝謝出借！,6699,2884,5791,2025-12-07 06:20,False
3750,4,物品狀況很好，使用起來很方便，謝謝出借！,6154,6571,10595,2025-12-07 06:20,False
3751,3,物主回覆很快，取還都很順利，物品也完全符合需求。,9272,2720,12166,2025-12-07 06:31,False
3752,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3184,277,8629,2025-12-07 06:31,False
3753,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,7464,363,7794,2025-12-07 06:31,False
3754,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8840,5269,5987,2025-12-07 06:31,False
3755,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2980,2879,5359,2025-12-07 06:32,False
3756,4,物主回覆很快，取還都很順利，物品也完全符合需求。,3312,9775,4183,2025-12-07 06:36,False
3757,5,物主回覆很快，取還都很順利，物品也完全符合需求。,1516,4009,10122,2025-12-07 06:36,False
3758,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,4227,1073,12268,2025-12-07 06:39,False
3759,4,物主回覆很快，取還都很順利，物品也完全符合需求。,4440,894,9093,2025-12-07 06:39,False
3760,5,物主回覆很快，取還都很順利，物品也完全符合需求。,4467,9722,3677,2025-12-07 06:41,False
3761,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6530,7472,5104,2025-12-07 06:42,False
3762,4,物品狀況很好，使用起來很方便，謝謝出借！,8127,2508,4396,2025-12-07 06:43,False
3763,4,物主回覆很快，取還都很順利，物品也完全符合需求。,6455,6482,1692,2025-12-07 06:43,False
3764,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,263,5949,12959,2025-12-07 06:43,False
3765,3,物品狀況很好，使用起來很方便，謝謝出借！,3997,7517,8985,2025-12-07 06:44,False
3766,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,4478,7754,3732,2025-12-07 06:48,False
3767,5,物品狀況很好，使用起來很方便，謝謝出借！,7472,6530,5104,2025-12-07 06:48,False
3768,5,物品狀況很好，使用起來很方便，謝謝出借！,900,5744,1819,2025-12-07 06:50,False
3769,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3727,7680,11772,2025-12-07 06:51,False
3770,5,物主回覆很快，取還都很順利，物品也完全符合需求。,2345,1746,3266,2025-12-07 06:52,False
3771,4,物品狀況很好，使用起來很方便，謝謝出借！,7280,6357,7730,2025-12-07 06:53,False
3772,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2214,8451,7380,2025-12-07 06:57,False
3773,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9775,3312,4183,2025-12-07 06:58,False
3774,4,物主回覆很快，取還都很順利，物品也完全符合需求。,3304,5170,8199,2025-12-07 07:02,False
3775,5,物品狀況很好，使用起來很方便，謝謝出借！,277,3184,8629,2025-12-07 07:06,False
3776,5,物主回覆很快，取還都很順利，物品也完全符合需求。,7195,8242,12891,2025-12-07 07:09,False
3777,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,285,598,9065,2025-12-07 07:10,False
3778,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6588,7274,7331,2025-12-07 07:12,False
3779,5,物主回覆很快，取還都很順利，物品也完全符合需求。,2131,3473,7791,2025-12-07 07:12,False
3780,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,5938,8474,1975,2025-12-07 07:12,False
3781,4,物品狀況很好，使用起來很方便，謝謝出借！,8690,6218,9697,2025-12-07 07:14,False
3782,5,物品狀況很好，使用起來很方便，謝謝出借！,9838,1181,7798,2025-12-07 07:14,False
3783,3,物品狀況很好，使用起來很方便，謝謝出借！,2032,8646,7239,2025-12-07 07:14,False
3784,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,5123,501,5312,2025-12-07 07:15,False
3785,4,物品狀況很好，使用起來很方便，謝謝出借！,7024,3817,7413,2025-12-07 07:16,False
3786,4,物品狀況很好，使用起來很方便，謝謝出借！,7498,6202,9718,2025-12-07 07:16,False
3787,4,物主回覆很快，取還都很順利，物品也完全符合需求。,501,5123,5312,2025-12-07 07:17,False
3788,2,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8250,8671,2462,2025-12-07 07:17,False
3789,4,物品狀況很好，使用起來很方便，謝謝出借！,4440,7886,6687,2025-12-07 07:18,False
3790,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2632,5295,6499,2025-12-07 07:19,False
3791,5,物品狀況很好，使用起來很方便，謝謝出借！,6356,1282,7158,2025-12-07 07:20,False
3792,5,物主回覆很快，取還都很順利，物品也完全符合需求。,7836,1471,2760,2025-12-07 07:22,False
3793,3,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,483,2428,11132,2025-12-07 07:24,False
3794,3,物品狀況很好，使用起來很方便，謝謝出借！,8111,2363,8071,2025-12-07 07:27,False
3795,5,物品狀況很好，使用起來很方便，謝謝出借！,3248,2642,4229,2025-12-07 07:28,False
3796,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1892,4926,2904,2025-12-07 07:29,False
3797,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2243,6664,7409,2025-12-07 07:33,False
3798,3,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3052,615,12376,2025-12-07 07:37,False
3799,3,物品狀況很好，使用起來很方便，謝謝出借！,1440,9613,7115,2025-12-07 07:38,False
3800,3,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2363,8111,8071,2025-12-07 07:38,False
3801,5,物品狀況很好，使用起來很方便，謝謝出借！,3420,2458,4548,2025-12-07 07:39,False
3802,5,物主回覆很快，取還都很順利，物品也完全符合需求。,7680,3727,11772,2025-12-07 07:39,False
3803,5,物品狀況很好，使用起來很方便，謝謝出借！,6552,4492,11782,2025-12-07 07:41,False
3804,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3390,7922,343,2025-12-07 07:41,False
3805,5,物主回覆很快，取還都很順利，物品也完全符合需求。,1609,547,11800,2025-12-07 07:41,False
3806,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1183,7395,4480,2025-12-07 07:42,False
3807,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,330,6473,10312,2025-12-07 07:45,False
3808,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3320,5047,4871,2025-12-07 07:46,False
3809,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8242,7195,12891,2025-12-07 07:47,False
3810,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,7602,2700,6076,2025-12-07 07:49,False
3811,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9613,1440,7115,2025-12-07 07:50,False
3812,5,物品狀況很好，使用起來很方便，謝謝出借！,2801,912,11050,2025-12-07 07:53,False
3813,5,物品狀況很好，使用起來很方便，謝謝出借！,8954,7950,9497,2025-12-07 07:54,False
3814,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,5210,2985,5761,2025-12-07 07:56,False
3815,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,7687,2056,747,2025-12-07 07:56,False
3816,4,物主回覆很快，取還都很順利，物品也完全符合需求。,3374,445,7543,2025-12-07 08:00,False
3817,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,7950,8954,9497,2025-12-07 08:01,False
3818,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,125,3681,1502,2025-12-07 08:01,False
3819,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8411,448,2167,2025-12-07 08:06,False
3820,4,物主回覆很快，取還都很順利，物品也完全符合需求。,8876,1794,8914,2025-12-07 08:07,False
3821,5,物主回覆很快，取還都很順利，物品也完全符合需求。,6642,9974,9366,2025-12-07 08:10,False
3822,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,5591,9459,7504,2025-12-07 08:11,False
3823,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6870,6300,13976,2025-12-07 08:13,False
3824,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8575,8793,11373,2025-12-07 08:14,False
3825,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,405,6559,139,2025-12-07 08:15,False
3826,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3118,5248,6866,2025-12-07 08:15,False
3827,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2508,8127,4396,2025-12-07 08:16,False
3828,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,627,5006,8847,2025-12-07 08:17,False
3829,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8473,307,2936,2025-12-07 08:17,False
3830,4,物主回覆很快，取還都很順利，物品也完全符合需求。,6213,9614,4284,2025-12-07 08:19,False
3831,4,物主回覆很快，取還都很順利，物品也完全符合需求。,7466,4133,9201,2025-12-07 08:19,False
3832,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3001,6001,3706,2025-12-07 08:22,False
3833,5,物品狀況很好，使用起來很方便，謝謝出借！,2985,5210,5761,2025-12-07 08:31,False
3834,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6838,7498,11317,2025-12-07 08:32,False
3835,4,物品狀況很好，使用起來很方便，謝謝出借！,8757,8251,12408,2025-12-07 08:35,False
3836,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3000,3917,2866,2025-12-07 08:35,False
3837,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2865,291,11962,2025-12-07 08:36,False
3838,4,物品狀況很好，使用起來很方便，謝謝出借！,6960,8366,6740,2025-12-07 08:36,False
3839,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1229,5172,11784,2025-12-07 08:38,False
3840,4,物主回覆很快，取還都很順利，物品也完全符合需求。,2941,8656,12088,2025-12-07 08:38,False
3841,5,物主回覆很快，取還都很順利，物品也完全符合需求。,7588,4327,11892,2025-12-07 08:41,False
3842,5,物主回覆很快，取還都很順利，物品也完全符合需求。,29,8160,13405,2025-12-07 08:41,False
3843,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3098,1212,5034,2025-12-07 08:41,False
3844,4,物主回覆很快，取還都很順利，物品也完全符合需求。,6503,985,10676,2025-12-07 08:42,False
3845,5,物品狀況很好，使用起來很方便，謝謝出借！,469,1593,548,2025-12-07 08:43,False
3846,4,物品狀況很好，使用起來很方便，謝謝出借！,1916,6642,5663,2025-12-07 08:44,False
3847,4,物主回覆很快，取還都很順利，物品也完全符合需求。,1670,599,4790,2025-12-07 08:44,False
3848,4,物主回覆很快，取還都很順利，物品也完全符合需求。,7069,1282,3718,2025-12-07 08:44,False
3849,4,物品狀況很好，使用起來很方便，謝謝出借！,6473,330,10312,2025-12-07 08:48,False
3850,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1761,2003,12334,2025-12-07 08:52,False
3851,5,物品狀況很好，使用起來很方便，謝謝出借！,4205,2263,3924,2025-12-07 08:52,False
3852,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1471,7836,2760,2025-12-07 08:54,False
3853,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,282,8069,10008,2025-12-07 08:54,False
3854,4,物主回覆很快，取還都很順利，物品也完全符合需求。,6725,9854,8142,2025-12-07 08:54,False
3855,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,5927,3212,11831,2025-12-07 08:55,False
3856,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,4956,8677,619,2025-12-07 08:56,False
3857,5,物主回覆很快，取還都很順利，物品也完全符合需求。,7274,6588,7331,2025-12-07 08:58,False
3858,4,物品狀況很好，使用起來很方便，謝謝出借！,4480,1881,1605,2025-12-07 08:58,False
3859,4,物品狀況很好，使用起來很方便，謝謝出借！,1378,1717,7127,2025-12-07 09:01,False
3860,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,710,6443,1889,2025-12-07 09:01,False
3861,4,物品狀況很好，使用起來很方便，謝謝出借！,7546,6312,529,2025-12-07 09:02,False
3862,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8644,5177,4102,2025-12-07 09:04,False
3863,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1181,9838,7798,2025-12-07 09:06,False
3864,4,物品狀況很好，使用起來很方便，謝謝出借！,7754,4478,3732,2025-12-07 09:07,False
3865,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,5417,2932,4014,2025-12-07 09:09,False
3866,5,物品狀況很好，使用起來很方便，謝謝出借！,291,2865,11962,2025-12-07 09:09,False
3867,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,7207,8686,6222,2025-12-07 09:10,False
3868,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8008,1212,5310,2025-12-07 09:11,False
3869,4,物品狀況很好，使用起來很方便，謝謝出借！,5683,3255,11225,2025-12-07 09:11,False
3870,4,物品狀況很好，使用起來很方便，謝謝出借！,8599,3790,4273,2025-12-07 09:13,False
3871,5,物品狀況很好，使用起來很方便，謝謝出借！,9563,5713,10088,2025-12-07 09:13,False
3872,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1282,6356,7158,2025-12-07 09:14,False
3873,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9854,6725,8142,2025-12-07 09:15,False
3874,4,物品狀況很好，使用起來很方便，謝謝出借！,787,4950,10293,2025-12-07 09:17,False
3875,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9263,5324,3949,2025-12-07 09:18,False
3876,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8034,3782,10939,2025-12-07 09:20,False
3877,2,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6644,3590,13284,2025-12-07 09:20,False
3878,4,物主回覆很快，取還都很順利，物品也完全符合需求。,9906,8353,709,2025-12-07 09:24,False
3879,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9974,6642,9366,2025-12-07 09:26,False
3880,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,707,1285,9634,2025-12-07 09:28,False
3881,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9097,9919,3710,2025-12-07 09:30,False
3882,4,物品狀況很好，使用起來很方便，謝謝出借！,1487,9786,14756,2025-12-07 09:31,False
3883,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3643,6417,10550,2025-12-07 09:31,False
3884,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9716,49,1513,2025-12-07 09:32,False
3885,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8689,3220,6298,2025-12-07 09:32,False
3886,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6738,9930,3172,2025-12-07 09:33,False
3887,5,物品狀況很好，使用起來很方便，謝謝出借！,3634,613,10532,2025-12-07 09:35,False
3888,4,物品狀況很好，使用起來很方便，謝謝出借！,9749,1847,6848,2025-12-07 09:35,False
3889,4,物主回覆很快，取還都很順利，物品也完全符合需求。,1765,6765,3629,2025-12-07 09:36,False
3890,4,物品狀況很好，使用起來很方便，謝謝出借！,3782,8034,10939,2025-12-07 09:37,False
3891,4,物品狀況很好，使用起來很方便，謝謝出借！,2280,9532,13363,2025-12-07 09:38,False
3892,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9585,4524,3027,2025-12-07 09:42,False
3893,4,物品狀況很好，使用起來很方便，謝謝出借！,8993,7819,4239,2025-12-07 09:42,False
3894,5,物品狀況很好，使用起來很方便，謝謝出借！,7834,344,9434,2025-12-07 09:44,False
3895,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8112,3609,3493,2025-12-07 09:44,False
3896,4,物主回覆很快，取還都很順利，物品也完全符合需求。,9349,7976,9570,2025-12-07 09:56,False
3897,4,物品狀況很好，使用起來很方便，謝謝出借！,3910,8610,11022,2025-12-07 09:57,False
3898,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9680,3496,13459,2025-12-07 09:57,False
3899,5,物主回覆很快，取還都很順利，物品也完全符合需求。,4524,9585,3027,2025-12-07 09:59,False
3900,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9214,8223,8622,2025-12-07 10:00,False
3901,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2046,9851,5032,2025-12-07 10:06,False
3902,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8460,5267,7715,2025-12-07 10:08,False
3903,5,物品狀況很好，使用起來很方便，謝謝出借！,2025,9630,12443,2025-12-07 10:10,False
3904,4,物品狀況很好，使用起來很方便，謝謝出借！,7794,1585,4282,2025-12-07 10:15,False
3905,3,物主回覆很快，取還都很順利，物品也完全符合需求。,5006,627,8847,2025-12-07 10:16,False
3906,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1781,9659,3516,2025-12-07 10:18,False
3907,5,物品狀況很好，使用起來很方便，謝謝出借！,1558,3553,4862,2025-12-07 10:18,False
3908,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,4009,1516,10122,2025-12-07 10:20,False
3909,4,物品狀況很好，使用起來很方便，謝謝出借！,1285,707,9634,2025-12-07 10:20,False
3910,5,物品狀況很好，使用起來很方便，謝謝出借！,5069,8971,12758,2025-12-07 10:21,False
3911,3,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3790,8599,4273,2025-12-07 10:26,False
3912,5,物主回覆很快，取還都很順利，物品也完全符合需求。,2700,7602,6076,2025-12-07 10:28,False
3913,4,物品狀況很好，使用起來很方便，謝謝出借！,3326,3665,4611,2025-12-07 10:31,False
3914,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1217,6575,580,2025-12-07 10:32,False
3915,4,物主回覆很快，取還都很順利，物品也完全符合需求。,9744,6412,10552,2025-12-07 10:35,False
3916,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,461,1594,14742,2025-12-07 10:36,False
3917,5,物品狀況很好，使用起來很方便，謝謝出借！,7498,6838,11317,2025-12-07 10:36,False
3918,5,物品狀況很好，使用起來很方便，謝謝出借！,4671,352,2790,2025-12-07 10:38,False
3919,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2670,9619,10297,2025-12-07 10:40,False
3920,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8971,5069,12758,2025-12-07 10:44,False
3921,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,470,2542,7398,2025-12-07 10:45,False
3922,5,物主回覆很快，取還都很順利，物品也完全符合需求。,7854,1913,8446,2025-12-07 10:46,False
3923,4,物主回覆很快，取還都很順利，物品也完全符合需求。,1796,5987,4092,2025-12-07 10:47,False
3924,4,物品狀況很好，使用起來很方便，謝謝出借！,4033,3216,7091,2025-12-07 10:48,False
3925,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9710,4471,9998,2025-12-07 10:49,False
3926,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,7094,9711,8670,2025-12-07 10:50,False
3927,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9614,6213,4284,2025-12-07 10:51,False
3928,5,物品狀況很好，使用起來很方便，謝謝出借！,3590,6644,13284,2025-12-07 10:52,False
3929,5,物品狀況很好，使用起來很方便，謝謝出借！,6792,6017,5560,2025-12-07 10:56,False
3930,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,5849,113,4355,2025-12-07 10:57,False
3931,4,物品狀況很好，使用起來很方便，謝謝出借！,4678,1034,11450,2025-12-07 11:00,False
3932,4,物主回覆很快，取還都很順利，物品也完全符合需求。,4109,6781,5625,2025-12-07 11:02,False
3933,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1794,8876,8914,2025-12-07 11:02,False
3934,5,物主回覆很快，取還都很順利，物品也完全符合需求。,1611,6927,2373,2025-12-07 11:04,False
3935,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2242,4004,6330,2025-12-07 11:04,False
3936,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,613,3634,10532,2025-12-07 11:06,False
3937,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,5543,1587,9088,2025-12-07 11:06,False
3938,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8702,8371,11473,2025-12-07 11:07,False
3939,5,物品狀況很好，使用起來很方便，謝謝出借！,2542,470,7398,2025-12-07 11:09,False
3940,2,物主回覆很快，取還都很順利，物品也完全符合需求。,9659,1781,3516,2025-12-07 11:09,False
3941,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3392,1361,8196,2025-12-07 11:10,False
3942,5,物品狀況很好，使用起來很方便，謝謝出借！,9763,6817,12531,2025-12-07 11:11,False
3943,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6817,9763,12531,2025-12-07 11:20,False
3944,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,7198,6886,12227,2025-12-07 11:20,False
3945,5,物品狀況很好，使用起來很方便，謝謝出借！,9326,3329,9955,2025-12-07 11:21,False
3946,4,物主回覆很快，取還都很順利，物品也完全符合需求。,2691,9782,6112,2025-12-07 11:22,False
3947,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,6642,1916,5663,2025-12-07 11:22,False
3948,5,物品狀況很好，使用起來很方便，謝謝出借！,1361,3392,8196,2025-12-07 11:22,False
3949,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,5108,2179,6085,2025-12-07 11:23,False
3950,4,物品狀況很好，使用起來很方便，謝謝出借！,9300,4093,3071,2025-12-07 11:25,False
3951,4,物品狀況很好，使用起來很方便，謝謝出借！,4891,5808,3892,2025-12-07 11:25,False
3952,4,物品狀況很好，使用起來很方便，謝謝出借！,3220,8689,6298,2025-12-07 11:27,False
3953,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,352,1046,10261,2025-12-07 11:28,False
3954,5,物主回覆很快，取還都很順利，物品也完全符合需求。,3492,3929,4167,2025-12-07 11:29,False
3955,4,物主回覆很快，取還都很順利，物品也完全符合需求。,2975,8603,2770,2025-12-07 11:29,False
3956,5,物品狀況很好，使用起來很方便，謝謝出借！,6933,1261,9984,2025-12-07 11:31,False
3957,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,9662,3146,13306,2025-12-07 11:34,False
3958,4,物主回覆很快，取還都很順利，物品也完全符合需求。,4004,2242,6330,2025-12-07 11:37,False
3959,4,物品狀況很好，使用起來很方便，謝謝出借！,4215,2707,5110,2025-12-07 11:38,False
3960,5,物品狀況很好，使用起來很方便，謝謝出借！,5269,8840,5987,2025-12-07 11:42,False
3961,5,物品狀況很好，使用起來很方便，謝謝出借！,1212,8008,5310,2025-12-07 11:49,False
3962,5,物品狀況很好，使用起來很方便，謝謝出借！,6886,7198,12227,2025-12-07 11:49,False
3963,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3817,7024,7413,2025-12-07 11:50,False
3964,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1261,6933,9984,2025-12-07 11:53,False
3965,4,物主回覆很快，取還都很順利，物品也完全符合需求。,935,5530,5688,2025-12-07 11:55,False
3966,4,物主回覆很快，取還都很順利，物品也完全符合需求。,1704,3710,9537,2025-12-07 11:56,False
3967,4,物品狀況很好，使用起來很方便，謝謝出借！,1587,5543,9088,2025-12-07 11:57,False
3968,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,4912,6137,4631,2025-12-07 11:58,False
3969,4,物主回覆很快，取還都很順利，物品也完全符合需求。,5949,263,12959,2025-12-07 11:58,False
3970,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8603,2975,2770,2025-12-07 11:58,False
3971,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,7155,3987,5622,2025-12-07 12:02,False
3972,5,物主回覆很快，取還都很順利，物品也完全符合需求。,7404,8397,8569,2025-12-07 12:02,False
3973,4,物品狀況很好，使用起來很方便，謝謝出借！,9711,7094,8670,2025-12-07 12:07,False
3974,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,5409,7275,3391,2025-12-07 12:08,False
3975,5,物品狀況很好，使用起來很方便，謝謝出借！,6315,6578,4274,2025-12-07 12:08,False
3976,3,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,1102,9616,7738,2025-12-07 12:09,False
3977,5,物主回覆很快，取還都很順利，物品也完全符合需求。,9828,5370,14004,2025-12-07 12:12,False
3978,5,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,2764,4708,12680,2025-12-07 12:13,False
3979,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,3265,7921,7934,2025-12-07 12:15,False
3980,4,物品狀況很好，使用起來很方便，謝謝出借！,3194,6475,5201,2025-12-07 12:17,False
3981,5,物主回覆很快，取還都很順利，物品也完全符合需求。,2687,3056,4009,2025-12-07 12:17,False
3982,4,借用人準時且溝通順暢，歸還時物品也保持得很乾淨！,8424,7730,7968,2025-12-07 12:20,False
