r_id,is_deleted,create_at,m_id
1461,False,2025-11-12 11:31,420
1462,False,2025-11-12 11:46,9313
1463,False,2025-11-12 11:49,5595
1464,False,2025-11-12 12:09,9749
1465,False,2025-11-12 12:19,2390
1466,False,2025-11-12 12:36,8434
1467,False,2025-11-12 12:38,3598
1468,False,2025-11-12 12:39,4556
1469,False,2025-11-12 12:40,8775
1470,False,2025-11-12 12:43,532
1471,False,2025-11-12 13:06,1963
1472,False,2025-11-12 13:22,3327
1473,False,2025-11-12 13:37,5394
1474,False,2025-11-12 14:28,8291
1475,False,2025-11-12 15:00,2278
1476,False,2025-11-12 15:03,5957
1477,False,2025-11-12 15:04,19
1478,False,2025-11-12 15:07,4221
1479,False,2025-11-12 15:10,8459
1480,False,2025-11-12 15:26,3728
1481,False,2025-11-12 15:43,1440
1482,False,2025-11-12 15:48,6100
1483,False,2025-11-12 15:57,597
1484,False,2025-11-12 16:01,9235
1485,False,2025-11-12 16:10,3317
1486,False,2025-11-12 16:39,3959
1487,False,2025-11-12 16:56,8494
1488,False,2025-11-12 16:59,9752
1489,False,2025-11-12 17:24,5831
1490,False,2025-11-12 17:27,2720
1491,False,2025-11-12 17:29,2975
1492,False,2025-11-12 17:34,630
1493,False,2025-11-12 17:38,4069
1494,False,2025-11-12 17:51,6899
1495,False,2025-11-12 18:23,738
1496,False,2025-11-12 18:34,7123
1497,False,2025-11-12 18:36,1598
1498,False,2025-11-12 18:52,4488
1499,False,2025-11-12 18:54,5082
1500,False,2025-11-12 19:01,2829
1501,False,2025-11-12 19:08,634
1502,False,2025-11-12 19:33,1817
1503,False,2025-11-12 19:34,1720
1504,False,2025-11-12 19:42,9903
1505,False,2025-11-12 19:48,2639
1506,False,2025-11-12 19:50,8999
1507,False,2025-11-12 19:58,2452
1508,False,2025-11-12 20:00,2492
1509,False,2025-11-12 20:03,2499
1510,False,2025-11-12 20:16,2101
1511,False,2025-11-12 20:24,5613
1512,False,2025-11-12 20:25,2932
1513,False,2025-11-12 20:32,9446
1514,False,2025-11-12 20:34,1325
1515,False,2025-11-12 20:37,5543
1516,False,2025-11-12 20:44,4025
1517,False,2025-11-12 20:51,7698
1518,False,2025-11-12 20:53,2909
1519,False,2025-11-12 20:57,1523
1520,False,2025-11-12 21:13,2234
1521,False,2025-11-12 21:14,2244
1522,False,2025-11-12 21:45,4575
1523,False,2025-11-12 21:47,1892
1524,False,2025-11-12 21:50,7485
1525,False,2025-11-12 21:57,2520
1526,False,2025-11-12 21:59,6075
1527,False,2025-11-12 22:22,9118
1528,False,2025-11-12 22:36,7322
1529,False,2025-11-12 22:39,1702
1530,False,2025-11-12 22:43,9885
1531,False,2025-11-12 22:44,7307
1532,False,2025-11-12 22:55,7438
1533,False,2025-11-12 23:24,6489
1534,False,2025-11-12 23:43,418
1535,False,2025-11-12 23:45,1478
1536,False,2025-11-12 23:50,1826
1537,False,2025-11-12 23:56,7851
1538,False,2025-11-13 00:25,1613
1539,False,2025-11-13 00:29,401
1540,False,2025-11-13 00:41,9701
1541,False,2025-11-13 00:49,1693
1542,False,2025-11-13 00:50,2027
1543,False,2025-11-13 00:51,1967
1544,False,2025-11-13 00:58,3992
1545,False,2025-11-13 01:08,9845
1546,False,2025-11-13 01:11,6894
1547,False,2025-11-13 01:25,3137
1548,False,2025-11-13 01:31,6891
1549,False,2025-11-13 01:32,8204
1550,False,2025-11-13 01:44,9054
1551,False,2025-11-13 02:13,2294
1552,False,2025-11-13 02:21,7203
1553,False,2025-11-13 02:27,354
1554,False,2025-11-13 02:31,9496
1555,False,2025-11-13 02:39,49
1556,False,2025-11-13 02:39,2559
1557,False,2025-11-13 02:39,6841
1558,False,2025-11-13 03:01,1101
1559,False,2025-11-13 03:05,4062
1560,False,2025-11-13 03:33,4306
1561,False,2025-11-13 03:42,4229
1562,False,2025-11-13 04:06,7198
1563,False,2025-11-13 04:11,3537
1564,False,2025-11-13 04:20,7796
1565,False,2025-11-13 04:35,756
1566,False,2025-11-13 04:41,1054
1567,False,2025-11-13 05:20,1002
1568,False,2025-11-13 05:27,4212
1569,False,2025-11-13 05:42,5747
1570,False,2025-11-13 05:53,3096
1571,False,2025-11-13 05:58,5394
1572,False,2025-11-13 06:01,7158
1573,False,2025-11-13 06:08,658
1574,False,2025-11-13 06:38,2071
1575,False,2025-11-13 06:39,9252
1576,False,2025-11-13 06:54,9397
1577,False,2025-11-13 07:15,3312
1578,False,2025-11-13 07:16,312
1579,False,2025-11-13 07:20,8323
1580,False,2025-11-13 07:44,7921
1581,False,2025-11-13 07:49,4671
1582,False,2025-11-13 07:54,9549
1583,False,2025-11-13 07:55,5074
1584,False,2025-11-13 08:19,501
1585,False,2025-11-13 09:04,3068
1586,False,2025-11-13 09:09,7621
1587,False,2025-11-13 09:22,4748
1588,False,2025-11-13 09:35,1867
1589,False,2025-11-13 09:38,2995
1590,False,2025-11-13 09:54,7464
1591,False,2025-11-13 10:06,9179
1592,False,2025-11-13 10:12,2162
1593,False,2025-11-13 10:29,8497
1594,False,2025-11-13 10:38,6092
1595,False,2025-11-13 10:49,6248
1596,False,2025-11-13 10:58,9239
1597,False,2025-11-13 11:05,4247
1598,False,2025-11-13 11:07,1201
1599,False,2025-11-13 11:15,9326
1600,False,2025-11-13 11:23,267
1601,False,2025-11-13 11:27,8384
1602,False,2025-11-13 11:33,1987
1603,False,2025-11-13 11:33,1690
1604,False,2025-11-13 11:41,676
1605,False,2025-11-13 11:56,34
1606,False,2025-11-13 12:02,6089
1607,False,2025-11-13 12:03,3704
1608,False,2025-11-13 12:09,1075
1609,False,2025-11-13 12:23,1108
1610,False,2025-11-13 12:25,7142
1611,False,2025-11-13 12:26,8652
1612,False,2025-11-13 12:46,5611
1613,False,2025-11-13 12:50,350
1614,False,2025-11-13 13:10,8184
1615,False,2025-11-13 13:33,7594
1616,False,2025-11-13 13:34,5154
1617,False,2025-11-13 13:38,8635
1618,False,2025-11-13 13:57,574
1619,False,2025-11-13 14:10,4247
1620,True,2025-11-13 14:23,6765
1621,False,2025-11-13 14:30,7132
1622,False,2025-11-13 14:40,4510
1623,False,2025-11-13 14:46,5796
1624,False,2025-11-13 14:48,9631
1625,False,2025-11-13 15:02,7550
1626,False,2025-11-13 15:07,8378
1627,False,2025-11-13 15:17,2439
1628,False,2025-11-13 15:28,5455
1629,False,2025-11-13 15:35,1782
1630,False,2025-11-13 15:56,1285
1631,False,2025-11-13 16:09,702
1632,False,2025-11-13 16:19,2461
1633,False,2025-11-13 16:27,6071
1634,False,2025-11-13 16:37,6417
1635,False,2025-11-13 17:09,1312
1636,False,2025-11-13 17:15,9993
1637,False,2025-11-13 17:20,4814
1638,False,2025-11-13 17:21,6006
1639,False,2025-11-13 17:31,7121
1640,False,2025-11-13 17:37,3844
1641,False,2025-11-13 17:54,495
1642,False,2025-11-13 18:03,4657
1643,False,2025-11-13 18:12,2939
1644,False,2025-11-13 18:19,1034
1645,False,2025-11-13 18:20,2350
1646,False,2025-11-13 18:31,3323
1647,False,2025-11-13 18:52,7675
1648,False,2025-11-13 19:00,9930
1649,False,2025-11-13 19:13,67
1650,False,2025-11-13 19:23,9737
1651,False,2025-11-13 19:54,2325
1652,False,2025-11-13 20:09,5892
1653,False,2025-11-13 20:14,238
1654,False,2025-11-13 20:36,2157
1655,False,2025-11-13 20:44,1363
1656,False,2025-11-13 21:03,7611
1657,False,2025-11-13 21:11,4271
1658,False,2025-11-13 21:26,217
1659,False,2025-11-13 22:26,4415
1660,False,2025-11-13 22:34,4117
1661,False,2025-11-13 23:12,2377
1662,False,2025-11-13 23:17,4711
1663,False,2025-11-13 23:41,477
1664,False,2025-11-13 23:47,2911
1665,False,2025-11-13 23:54,3817
1666,False,2025-11-14 00:12,1166
1667,False,2025-11-14 00:14,9439
1668,False,2025-11-14 00:24,2209
1669,False,2025-11-14 00:26,5482
1670,False,2025-11-14 00:28,3812
1671,False,2025-11-14 00:33,4529
1672,False,2025-11-14 00:36,5726
1673,False,2025-11-14 00:40,3576
1674,False,2025-11-14 00:57,4443
1675,False,2025-11-14 01:12,3199
1676,False,2025-11-14 01:16,9502
1677,False,2025-11-14 01:26,6240
1678,False,2025-11-14 02:09,3352
1679,False,2025-11-14 02:28,2204
1680,False,2025-11-14 02:30,8649
1681,False,2025-11-14 02:42,271
1682,False,2025-11-14 03:16,3348
1683,False,2025-11-14 03:16,7471
1684,False,2025-11-14 03:31,1812
1685,False,2025-11-14 03:31,8859
1686,False,2025-11-14 03:35,7400
1687,False,2025-11-14 03:39,8496
1688,False,2025-11-14 03:49,6955
1689,False,2025-11-14 03:52,5433
1690,False,2025-11-14 04:13,4863
1691,False,2025-11-14 04:20,1825
1692,False,2025-11-14 04:36,7664
1693,False,2025-11-14 04:46,6573
1694,False,2025-11-14 04:57,6037
1695,False,2025-11-14 05:30,2738
1696,False,2025-11-14 05:31,8043
1697,False,2025-11-14 05:38,3363
1698,False,2025-11-14 05:38,9919
1699,False,2025-11-14 05:39,3525
1700,False,2025-11-14 05:41,8348
1701,False,2025-11-14 06:01,4033
1702,False,2025-11-14 06:09,881
1703,False,2025-11-14 06:20,8833
1704,False,2025-11-14 06:23,5587
1705,False,2025-11-14 06:36,2614
1706,False,2025-11-14 06:40,3127
1707,False,2025-11-14 06:44,3819
1708,False,2025-11-14 06:49,4363
1709,False,2025-11-14 07:00,6356
1710,False,2025-11-14 08:19,1164
1711,False,2025-11-14 08:21,2368
1712,False,2025-11-14 08:35,8649
1713,False,2025-11-14 08:41,4925
1714,False,2025-11-14 09:17,3941
1715,False,2025-11-14 09:21,2345
1716,False,2025-11-14 09:39,4378
1717,False,2025-11-14 09:52,9462
1718,False,2025-11-14 10:02,3720
1719,False,2025-11-14 10:07,1205
1720,False,2025-11-14 10:22,6587
1721,False,2025-11-14 10:31,6281
1722,False,2025-11-14 10:39,5734
1723,False,2025-11-14 10:41,7509
1724,False,2025-11-14 10:44,8770
1725,False,2025-11-14 10:49,1034
1726,False,2025-11-14 11:21,7390
1727,False,2025-11-14 11:26,3664
1728,False,2025-11-14 11:33,1659
1729,False,2025-11-14 11:36,188
1730,False,2025-11-14 11:51,3619
1731,False,2025-11-14 11:53,7393
1732,False,2025-11-14 11:56,3682
1733,False,2025-11-14 11:58,9182
1734,False,2025-11-14 12:26,4207
1735,False,2025-11-14 12:30,2553
1736,False,2025-11-14 12:40,2989
1737,False,2025-11-14 12:42,9263
1738,False,2025-11-14 12:46,5895
1739,False,2025-11-14 12:47,307
1740,False,2025-11-14 12:49,6027
1741,False,2025-11-14 12:51,1740
1742,False,2025-11-14 13:06,9744
1743,False,2025-11-14 13:07,9045
1744,False,2025-11-14 13:10,3360
1745,False,2025-11-14 13:22,5556
1746,False,2025-11-14 13:32,2689
1747,False,2025-11-14 13:43,2653
1748,False,2025-11-14 13:45,332
1749,False,2025-11-14 13:47,4966
1750,False,2025-11-14 13:59,6724
1751,False,2025-11-14 14:08,3839
1752,False,2025-11-14 14:10,2205
1753,False,2025-11-14 14:38,8692
1754,False,2025-11-14 14:59,6133
1755,False,2025-11-14 15:00,1719
1756,False,2025-11-14 15:05,6210
1757,False,2025-11-14 15:08,1844
1758,False,2025-11-14 15:18,9032
1759,False,2025-11-14 15:24,1097
1760,False,2025-11-14 15:25,5031
1761,False,2025-11-14 15:25,2876
1762,False,2025-11-14 15:42,1565
1763,False,2025-11-14 16:02,7228
1764,False,2025-11-14 16:24,3394
1765,False,2025-11-14 16:34,8771
1766,False,2025-11-14 16:40,1311
1767,False,2025-11-14 17:11,150
1768,False,2025-11-14 17:28,9837
1769,False,2025-11-14 17:33,3124
1770,False,2025-11-14 17:39,9685
1771,False,2025-11-14 17:46,8897
1772,False,2025-11-14 17:50,6532
1773,False,2025-11-14 17:52,3046
1774,False,2025-11-14 18:09,9144
1775,False,2025-11-14 18:32,7352
1776,False,2025-11-14 18:35,6074
1777,False,2025-11-14 18:44,7933
1778,False,2025-11-14 19:10,1755
1779,False,2025-11-14 19:24,1457
1780,False,2025-11-14 19:30,3515
1781,False,2025-11-14 19:39,1152
1782,False,2025-11-14 19:39,5099
1783,False,2025-11-14 19:42,2423
1784,False,2025-11-14 19:49,2442
1785,False,2025-11-14 19:52,8677
1786,False,2025-11-14 19:54,1397
1787,False,2025-11-14 19:57,200
1788,False,2025-11-14 20:46,6423
1789,False,2025-11-14 20:59,8991
1790,False,2025-11-14 21:11,6645
1791,False,2025-11-14 21:24,7239
1792,False,2025-11-14 21:24,2408
1793,False,2025-11-14 21:30,6933
1794,False,2025-11-14 21:34,953
1795,False,2025-11-14 21:44,9300
1796,False,2025-11-14 21:45,8281
1797,False,2025-11-14 21:46,8794
1798,False,2025-11-14 21:50,2225
1799,False,2025-11-14 21:54,6907
1800,False,2025-11-14 21:57,8750
1801,False,2025-11-14 22:02,2093
1802,False,2025-11-14 22:07,6172
1803,False,2025-11-14 22:08,58
1804,False,2025-11-14 22:27,5344
1805,False,2025-11-14 22:33,2421
1806,False,2025-11-14 22:34,8339
1807,False,2025-11-14 22:43,7377
1808,False,2025-11-14 22:54,8266
1809,False,2025-11-14 23:02,3605
1810,False,2025-11-14 23:06,7461
1811,False,2025-11-14 23:08,5715
1812,False,2025-11-14 23:16,811
1813,False,2025-11-14 23:29,69
1814,False,2025-11-14 23:35,4718
1815,False,2025-11-15 00:45,6399
1816,False,2025-11-15 00:55,8788
1817,False,2025-11-15 00:59,868
1818,False,2025-11-15 01:02,8610
1819,False,2025-11-15 01:03,4775
1820,False,2025-11-15 01:24,9128
1821,False,2025-11-15 01:43,7386
1822,False,2025-11-15 01:44,5103
1823,False,2025-11-15 01:59,9273
1824,False,2025-11-15 02:22,9816
1825,False,2025-11-15 02:59,4431
1826,False,2025-11-15 03:06,1164
1827,False,2025-11-15 03:16,1167
1828,False,2025-11-15 03:25,6180
1829,False,2025-11-15 03:48,6787
1830,False,2025-11-15 03:57,639
1831,False,2025-11-15 04:18,6499
1832,False,2025-11-15 04:18,1584
1833,False,2025-11-15 04:20,754
1834,False,2025-11-15 04:20,2590
1835,False,2025-11-15 04:28,6787
1836,False,2025-11-15 05:07,7734
1837,False,2025-11-15 05:25,4691
1838,False,2025-11-15 05:41,3654
1839,False,2025-11-15 06:11,7581
1840,False,2025-11-15 06:13,1273
1841,False,2025-11-15 06:13,1298
1842,False,2025-11-15 06:19,3898
1843,False,2025-11-15 06:30,8618
1844,False,2025-11-15 06:37,8978
1845,False,2025-11-15 06:39,437
1846,False,2025-11-15 07:20,5501
1847,False,2025-11-15 07:41,8561
1848,False,2025-11-15 07:44,5755
1849,False,2025-11-15 07:44,55
1850,False,2025-11-15 07:46,4213
1851,False,2025-11-15 07:46,3685
1852,False,2025-11-15 07:50,7018
1853,False,2025-11-15 07:53,544
1854,False,2025-11-15 08:40,721
1855,False,2025-11-15 08:41,6514
1856,False,2025-11-15 08:41,7548
1857,False,2025-11-15 08:55,7399
1858,False,2025-11-15 09:09,15
1859,False,2025-11-15 09:15,497
1860,False,2025-11-15 09:23,7300
1861,False,2025-11-15 09:35,5021
1862,False,2025-11-15 09:45,164
1863,False,2025-11-15 09:49,2533
1864,False,2025-11-15 09:54,5317
1865,False,2025-11-15 10:25,1487
1866,False,2025-11-15 10:56,147
1867,False,2025-11-15 11:19,9984
1868,False,2025-11-15 11:31,5801
1869,False,2025-11-15 11:52,5436
1870,False,2025-11-15 11:55,6537
1871,False,2025-11-15 11:55,7279
1872,False,2025-11-15 11:58,420
1873,False,2025-11-15 12:08,2767
1874,False,2025-11-15 12:24,7760
1875,False,2025-11-15 13:11,6587
1876,False,2025-11-15 13:20,3971
1877,False,2025-11-15 13:39,2325
1878,False,2025-11-15 13:51,4304
1879,False,2025-11-15 13:58,7569
1880,False,2025-11-15 14:20,1145
1881,False,2025-11-15 14:29,8610
1882,False,2025-11-15 14:34,1142
1883,False,2025-11-15 14:51,698
1884,False,2025-11-15 14:58,9402
1885,False,2025-11-15 15:13,9706
1886,False,2025-11-15 15:27,5760
1887,False,2025-11-15 15:38,2556
1888,False,2025-11-15 15:39,368
1889,False,2025-11-15 15:41,328
1890,False,2025-11-15 15:49,7035
1891,False,2025-11-15 16:12,8690
1892,False,2025-11-15 16:33,989
1893,False,2025-11-15 16:35,4795
1894,False,2025-11-15 16:38,1440
1895,False,2025-11-15 17:03,5741
1896,False,2025-11-15 17:10,8595
1897,False,2025-11-15 17:45,1670
1898,False,2025-11-15 17:52,4297
1899,False,2025-11-15 18:04,5576
1900,False,2025-11-15 18:12,363
1901,False,2025-11-15 18:19,4579
1902,False,2025-11-15 18:30,8416
1903,False,2025-11-15 18:43,8871
1904,False,2025-11-15 18:50,3281
1905,False,2025-11-15 19:09,4159
1906,False,2025-11-15 19:12,3248
1907,False,2025-11-15 19:18,2612
1908,False,2025-11-15 19:25,6902
1909,False,2025-11-15 19:30,1704
1910,False,2025-11-15 19:42,9460
1911,False,2025-11-15 19:50,7857
1912,False,2025-11-15 19:53,8173
1913,False,2025-11-15 20:12,5394
1914,False,2025-11-15 20:12,3722
1915,False,2025-11-15 20:24,3048
1916,False,2025-11-15 20:25,3863
1917,False,2025-11-15 20:25,1216
1918,False,2025-11-15 20:25,2828
1919,False,2025-11-15 20:44,1747
1920,False,2025-11-15 20:49,2044
1921,False,2025-11-15 20:50,7459
1922,False,2025-11-15 21:02,4547
1923,False,2025-11-15 21:09,9295
1924,False,2025-11-15 21:12,7416
1925,False,2025-11-15 21:31,1137
1926,False,2025-11-15 22:07,6816
1927,False,2025-11-15 22:07,8372
1928,False,2025-11-15 22:12,9206
1929,False,2025-11-15 22:46,3868
1930,False,2025-11-15 23:08,3377
1931,False,2025-11-15 23:15,9881
1932,False,2025-11-15 23:34,5808
1933,False,2025-11-15 23:36,6328
1934,False,2025-11-15 23:49,5193
1935,False,2025-11-16 00:03,472
1936,False,2025-11-16 00:09,5261
1937,False,2025-11-16 00:13,6893
1938,False,2025-11-16 00:17,7842
1939,False,2025-11-16 00:21,6675
1940,False,2025-11-16 00:35,1205
1941,False,2025-11-16 00:41,7745
1942,False,2025-11-16 01:00,2876
1943,False,2025-11-16 01:07,8092
1944,False,2025-11-16 01:07,6681
1945,False,2025-11-16 01:45,6694
1946,False,2025-11-16 01:58,9927
1947,False,2025-11-16 02:01,3212
1948,False,2025-11-16 02:07,4263
1949,False,2025-11-16 02:20,10
1950,False,2025-11-16 02:31,963
1951,False,2025-11-16 02:36,4271
1952,False,2025-11-16 02:39,3328
1953,False,2025-11-16 02:56,8040
1954,False,2025-11-16 03:04,972
1955,False,2025-11-16 03:08,5269
1956,False,2025-11-16 03:11,3626
1957,False,2025-11-16 03:16,767
1958,False,2025-11-16 03:44,8129
1959,False,2025-11-16 03:48,8978
1960,False,2025-11-16 03:54,6166
1961,False,2025-11-16 03:55,6258
1962,False,2025-11-16 03:57,2975
1963,False,2025-11-16 03:58,3430
1964,False,2025-11-16 04:00,6047
1965,False,2025-11-16 04:04,1863
1966,False,2025-11-16 04:31,3580
1967,False,2025-11-16 04:38,9050
1968,False,2025-11-16 04:49,7712
1969,False,2025-11-16 05:08,7195
1970,False,2025-11-16 05:23,8184
1971,False,2025-11-16 05:25,578
1972,False,2025-11-16 05:44,1214
1973,False,2025-11-16 05:49,3299
1974,False,2025-11-16 05:50,3264
1975,False,2025-11-16 05:50,4652
1976,False,2025-11-16 05:53,2911
1977,False,2025-11-16 05:54,3308
1978,False,2025-11-16 06:32,5734
1979,False,2025-11-16 06:50,1235
1980,False,2025-11-16 06:58,4008
1981,False,2025-11-16 07:00,9031
1982,False,2025-11-16 07:11,9907
1983,False,2025-11-16 07:11,2013
1984,False,2025-11-16 07:14,8481
1985,False,2025-11-16 07:25,2843
1986,False,2025-11-16 07:32,4149
1987,False,2025-11-16 07:38,2702
1988,False,2025-11-16 07:43,4673
1989,False,2025-11-16 07:47,4331
1990,False,2025-11-16 07:48,9886
1991,False,2025-11-16 07:50,4148
1992,False,2025-11-16 07:52,5743
1993,False,2025-11-16 07:57,6427
1994,False,2025-11-16 07:57,3663
1995,False,2025-11-16 08:15,9167
1996,False,2025-11-16 08:23,2097
1997,False,2025-11-16 08:42,884
1998,False,2025-11-16 08:52,9825
1999,False,2025-11-16 08:52,971
2000,False,2025-11-16 09:03,4418
2001,False,2025-11-16 09:19,3387
2002,False,2025-11-16 09:51,7721
2003,False,2025-11-16 09:57,7827
2004,False,2025-11-16 10:05,6503
2005,False,2025-11-16 10:07,9311
2006,False,2025-11-16 10:17,7686
2007,False,2025-11-16 10:27,5652
2008,False,2025-11-16 10:29,8694
2009,False,2025-11-16 10:30,1832
2010,False,2025-11-16 10:37,4522
2011,False,2025-11-16 10:43,3727
2012,False,2025-11-16 10:43,9065
2013,False,2025-11-16 10:44,310
2014,False,2025-11-16 11:16,401
2015,False,2025-11-16 11:22,4322
2016,False,2025-11-16 11:37,7661
2017,False,2025-11-16 11:52,8236
2018,False,2025-11-16 12:07,4882
2019,False,2025-11-16 12:08,8950
2020,False,2025-11-16 12:33,462
2021,False,2025-11-16 12:43,243
2022,False,2025-11-16 12:46,5391
2023,False,2025-11-16 12:52,5238
2024,False,2025-11-16 13:12,8091
2025,False,2025-11-16 13:16,1863
2026,False,2025-11-16 13:31,4467
2027,False,2025-11-16 13:48,2179
2028,False,2025-11-16 13:49,8286
2029,False,2025-11-16 13:54,4419
2030,False,2025-11-16 14:07,2496
2031,False,2025-11-16 14:07,1940
2032,False,2025-11-16 14:11,1667
2033,False,2025-11-16 14:25,9169
2034,True,2025-11-16 14:25,4464
2035,False,2025-11-16 14:34,6621
2036,False,2025-11-16 14:50,3020
2037,False,2025-11-16 15:18,3520
2038,False,2025-11-16 15:35,3399
2039,False,2025-11-16 15:46,7288
2040,False,2025-11-16 15:53,2639
2041,False,2025-11-16 15:59,1655
2042,False,2025-11-16 16:00,7972
2043,False,2025-11-16 16:09,7068
2044,False,2025-11-16 16:24,3635
2045,False,2025-11-16 16:56,4141
2046,False,2025-11-16 16:59,6232
2047,False,2025-11-16 17:02,8546
2048,False,2025-11-16 17:13,585
2049,False,2025-11-16 17:23,2417
2050,False,2025-11-16 17:24,1942
2051,False,2025-11-16 17:24,1977
2052,False,2025-11-16 17:37,4786
2053,False,2025-11-16 17:48,1712
2054,False,2025-11-16 17:59,4842
2055,False,2025-11-16 18:15,8437
2056,False,2025-11-16 18:34,598
2057,False,2025-11-16 18:34,7090
2058,False,2025-11-16 18:36,8340
2059,False,2025-11-16 18:38,2125
2060,False,2025-11-16 18:41,7399
2061,False,2025-11-16 18:44,6964
2062,False,2025-11-16 19:02,8760
2063,False,2025-11-16 19:09,7609
2064,False,2025-11-16 19:22,7248
2065,False,2025-11-16 19:25,1922
2066,False,2025-11-16 19:27,1683
2067,False,2025-11-16 19:30,6168
2068,False,2025-11-16 19:44,5347
2069,False,2025-11-16 20:07,9141
2070,False,2025-11-16 20:16,18
2071,False,2025-11-16 20:27,1310
2072,False,2025-11-16 20:29,8313
2073,False,2025-11-16 20:34,5620
2074,False,2025-11-16 20:36,3637
2075,False,2025-11-16 20:38,8684
2076,False,2025-11-16 20:49,7038
2077,False,2025-11-16 20:50,404
2078,False,2025-11-16 21:08,7407
2079,False,2025-11-16 21:12,4123
2080,False,2025-11-16 21:20,7000
2081,False,2025-11-16 21:22,4526
2082,True,2025-11-16 21:32,9997
2083,False,2025-11-16 21:33,3716
2084,False,2025-11-16 21:33,6489
2085,False,2025-11-16 21:42,7858
2086,False,2025-11-16 21:51,2141
2087,False,2025-11-16 21:55,1513
2088,False,2025-11-16 21:58,858
2089,False,2025-11-16 22:13,4741
2090,False,2025-11-16 22:18,9833
2091,False,2025-11-16 22:37,7505
2092,False,2025-11-16 22:49,2923
2093,False,2025-11-16 23:01,1315
2094,False,2025-11-16 23:07,3175
2095,False,2025-11-16 23:18,1758
2096,False,2025-11-16 23:58,2653
2097,False,2025-11-17 00:06,5261
2098,False,2025-11-17 00:18,9493
2099,False,2025-11-17 00:38,415
2100,False,2025-11-17 00:42,5128
2101,False,2025-11-17 00:44,987
2102,False,2025-11-17 00:45,2950
2103,False,2025-11-17 00:55,2838
2104,False,2025-11-17 01:22,6772
2105,False,2025-11-17 01:26,8135
2106,False,2025-11-17 01:31,2569
2107,False,2025-11-17 02:01,7098
2108,False,2025-11-17 02:17,8950
2109,False,2025-11-17 02:20,4525
2110,False,2025-11-17 02:27,1519
2111,False,2025-11-17 02:49,3592
2112,False,2025-11-17 03:06,7266
2113,False,2025-11-17 03:18,7266
2114,False,2025-11-17 03:45,5914
2115,False,2025-11-17 03:47,2291
2116,False,2025-11-17 03:47,2984
2117,False,2025-11-17 04:43,1310
2118,False,2025-11-17 04:59,3706
2119,False,2025-11-17 04:59,3926
2120,True,2025-11-17 05:04,9195
2121,False,2025-11-17 05:28,8939
2122,False,2025-11-17 05:30,8599
2123,False,2025-11-17 05:35,4212
2124,False,2025-11-17 05:46,5292
2125,False,2025-11-17 05:55,7754
2126,False,2025-11-17 06:08,8802
2127,False,2025-11-17 06:12,6210
2128,False,2025-11-17 06:36,8955
2129,False,2025-11-17 06:38,9258
2130,False,2025-11-17 06:46,8162
2131,False,2025-11-17 07:33,973
2132,False,2025-11-17 07:57,5325
2133,False,2025-11-17 08:00,4244
2134,False,2025-11-17 08:02,2423
2135,False,2025-11-17 08:14,298
2136,False,2025-11-17 08:39,4651
2137,False,2025-11-17 08:49,2180
2138,False,2025-11-17 08:56,5492
2139,False,2025-11-17 08:58,9847
2140,False,2025-11-17 09:00,1006
2141,False,2025-11-17 09:00,3809
2142,False,2025-11-17 09:45,9783
2143,False,2025-11-17 09:46,9839
2144,False,2025-11-17 09:48,2064
2145,False,2025-11-17 09:57,1155
2146,False,2025-11-17 10:00,5462
2147,False,2025-11-17 10:02,3585
2148,False,2025-11-17 10:05,5563
2149,False,2025-11-17 10:07,5100
2150,False,2025-11-17 10:16,7511
2151,False,2025-11-17 10:38,1107
2152,False,2025-11-17 10:40,9374
2153,False,2025-11-17 10:51,8320
2154,False,2025-11-17 11:04,2683
2155,False,2025-11-17 11:10,8931
2156,False,2025-11-17 11:10,5353
2157,False,2025-11-17 11:15,6213
2158,False,2025-11-17 11:21,2306
2159,False,2025-11-17 11:43,1222
2160,False,2025-11-17 12:04,4155
2161,False,2025-11-17 12:05,5924
2162,False,2025-11-17 12:08,5068
2163,False,2025-11-17 12:14,6803
2164,False,2025-11-17 12:37,5655
2165,False,2025-11-17 12:39,5435
2166,False,2025-11-17 12:39,268
2167,False,2025-11-17 13:02,8646
2168,False,2025-11-17 13:21,299
2169,False,2025-11-17 13:24,7350
2170,False,2025-11-17 13:40,1654
2171,False,2025-11-17 13:46,3073
2172,False,2025-11-17 13:49,1076
2173,False,2025-11-17 13:52,7438
2174,False,2025-11-17 13:55,2989
2175,False,2025-11-17 13:57,1986
2176,False,2025-11-17 14:05,6258
2177,False,2025-11-17 14:20,3233
2178,False,2025-11-17 14:24,3720
2179,False,2025-11-17 14:27,1152
2180,False,2025-11-17 14:46,4553
2181,False,2025-11-17 14:49,8610
2182,False,2025-11-17 14:51,4259
2183,False,2025-11-17 15:11,4426
2184,False,2025-11-17 15:13,1666
2185,False,2025-11-17 15:27,5056
2186,False,2025-11-17 15:35,8104
2187,False,2025-11-17 15:38,4540
2188,False,2025-11-17 15:49,670
2189,False,2025-11-17 15:50,4596
2190,False,2025-11-17 16:02,5788
2191,False,2025-11-17 16:03,7308
2192,False,2025-11-17 16:04,7745
2193,False,2025-11-17 16:10,7291
2194,False,2025-11-17 16:21,7226
2195,False,2025-11-17 16:27,7351
2196,False,2025-11-17 16:43,1142
2197,False,2025-11-17 17:01,9108
2198,False,2025-11-17 17:11,8701
2199,False,2025-11-17 17:25,3356
2200,False,2025-11-17 17:30,6250
